iter	MAE	RMSE
880	0.5903321424	0.7879485761
881	0.5902326133	0.7878361138
882	0.5902008642	0.7878087501
883	0.5901627895	0.7877803926
884	0.5901022144	0.7877306358
885	0.5900709437	0.7876966417
886	0.5900438005	0.7876399302
887	0.5900358188	0.7876328361
888	0.5900265068	0.7876187106
889	0.589958488	0.7875600806
890	0.589930552	0.7875298078
891	0.5899198259	0.7875103624
892	0.5897297539	0.787381661
893	0.5896885443	0.7873204414
894	0.5896448533	0.7872872528
895	0.5895747025	0.7871949772
896	0.5894684699	0.7870849839
897	0.5894149323	0.7870029354
898	0.5892975544	0.7868072288
899	0.589150437	0.7867104937
900	0.5891444369	0.786691816
901	0.5890951701	0.7866247056
902	0.5890937081	0.7866137049
903	0.5890276918	0.7865461974
904	0.5888764893	0.7864148839
905	0.5888686541	0.7863914453
906	0.5887787214	0.7863287486
907	0.5887408311	0.7862439683
908	0.5887382057	0.7862346453
909	0.5887180691	0.7861468268
910	0.5886806255	0.7860820977
911	0.5886557375	0.7860440162
912	0.5885905658	0.7859886797
913	0.5884988727	0.7858986371
914	0.5884530523	0.7858277893
915	0.5884098986	0.7857738342
916	0.5883790972	0.7857425173
917	0.5883588847	0.7857201558
918	0.5883043157	0.7856676599
919	0.5882365329	0.78554791
920	0.5881346476	0.7854547095
921	0.5881154203	0.7854319509
922	0.588109092	0.7854207269
923	0.5880904338	0.785398674
924	0.5879740653	0.7853209722
925	0.58795324	0.7853009699
926	0.5878394993	0.7851107653
927	0.5878335256	0.7850995714
928	0.5877832625	0.7850403145
929	0.5877780063	0.7850332662
930	0.5876610449	0.7849691898
931	0.5875774039	0.7848636878
932	0.5875186719	0.7848083144
933	0.5875102748	0.7847996216
934	0.5874668203	0.7847600825
935	0.587419761	0.7847412296
936	0.5872929674	0.7846196712
937	0.5872573929	0.7845826843
938	0.5872470885	0.7845597664
939	0.5871858631	0.7844873298
940	0.5871199908	0.7843720341
941	0.5871369089	0.7843561843
942	0.5870597266	0.7842487737
943	0.587047201	0.7842430115
944	0.5869064711	0.7841292243
945	0.5868559117	0.7841025638
946	0.5868480232	0.7840531419
947	0.5868298702	0.784031553
948	0.5868153038	0.7840227282
949	0.5867866633	0.7839956339
950	0.5867711328	0.7839702226
951	0.5866660843	0.7837839142
952	0.5866469186	0.7836978131
953	0.5866167882	0.7836746152
954	0.5866128545	0.7836736376
955	0.5865984045	0.7836430728
956	0.5865347962	0.7835558038
957	0.5864716311	0.7835151992
958	0.5864657272	0.7835061494
959	0.5864509116	0.7834377435
960	0.5864243721	0.7834222952
961	0.5863421854	0.7833164436
962	0.586245752	0.7831836372
963	0.586230843	0.7831536904
964	0.5861508965	0.7830684745
965	0.5860760887	0.7830145818
966	0.5860035307	0.7827991218
967	0.5859636521	0.7827590436
968	0.5858677557	0.7826268322
969	0.5858622676	0.7826064934
970	0.5857827628	0.782506974
971	0.5856804555	0.7823257567
972	0.5856528155	0.7822792902
973	0.5856080012	0.7822375558
974	0.5854865753	0.7821234688
975	0.5854534798	0.7820671959
976	0.5853682213	0.7820009904
977	0.5853188289	0.7819584749
978	0.5852167372	0.7817802909
979	0.5851767992	0.7817300207
980	0.5850387646	0.7815714753
981	0.5850164169	0.7815357491
982	0.5850140248	0.7815313793
983	0.5849594574	0.7814673121
984	0.5848737126	0.781365976
985	0.5847728446	0.7811910962
986	0.5847672106	0.7811770612
987	0.5847477437	0.7811564293
988	0.584630063	0.7810460657
989	0.5846238842	0.7810259116
990	0.5846163497	0.7810217297
991	0.5845164969	0.780849797
992	0.5844023501	0.7807543311
993	0.584365319	0.7807055333
994	0.5843051679	0.7806554585
995	0.584269283	0.7805837444
996	0.5842177495	0.7805208621
997	0.5841855642	0.7804662978
998	0.584145807	0.780389374
999	0.5839839832	0.780261718
1000	0.583966417	0.7802267085
1001	0.5838921813	0.7801614409
1002	0.5838633608	0.7801462778
1003	0.5837677364	0.7799782794
1004	0.5837613527	0.779971316
1005	0.5837506426	0.7799596268
1006	0.5837181668	0.7799194262
1007	0.5837165179	0.7799163121
1008	0.5836853394	0.7798629123
1009	0.583685294	0.7798363823
1010	0.5836706654	0.7797828884
1011	0.5836656278	0.7797763063
1012	0.5836423163	0.7797547396
1013	0.5835969452	0.7797143261
1014	0.5835581538	0.7796647644
1015	0.5835564856	0.7796617609
1016	0.5835392611	0.7796272618
1017	0.5835084462	0.7795663432
1018	0.5834847477	0.779545139
1019	0.5834218531	0.7794322245
1020	0.5833303107	0.7793194331
1021	0.5832627268	0.7792873734
1022	0.5831552312	0.7791955194
1023	0.5831515451	0.779187848
1024	0.5830971467	0.779121795
1025	0.583091385	0.7791147196
1026	0.5830839186	0.779110715
1027	0.5829672212	0.7789994831
1028	0.5829572592	0.7789884757
1029	0.582857141	0.7789121548
1030	0.5828554852	0.7789092225
1031	0.5828217217	0.7788570849
1032	0.5827532374	0.7788010563
1033	0.5827507188	0.7787970894
1034	0.5827377424	0.7787643432
1035	0.5827011842	0.7787148191
1036	0.5826570678	0.7786653794
1037	0.5825679166	0.7785141581
1038	0.5825171166	0.7784504919
1039	0.5824116306	0.7783466318
1040	0.5824013815	0.7783051576
1041	0.5823630087	0.7782587554
1042	0.5823145011	0.7782181983
1043	0.5822989859	0.7781989275
1044	0.5822517613	0.778130573
1045	0.582209066	0.7780822746
1046	0.5821379855	0.7779696483
1047	0.5819741127	0.7778494937
1048	0.5819699161	0.7778399345
1049	0.5819573209	0.7778130617
1050	0.5818875367	0.7777025442
1051	0.5818664072	0.7776794384
1052	0.5817696749	0.7775736787
1053	0.5817489369	0.7775510056
1054	0.5816753243	0.7774980734
1055	0.5816664637	0.7774810779
1056	0.5816209161	0.777417869
1057	0.5816050617	0.7773986142
1058	0.5815825509	0.7773757478
1059	0.5815772243	0.7773722633
1060	0.5814198897	0.7772494517
1061	0.5813227635	0.7771625895
1062	0.5813185796	0.7771508539
1063	0.581274572	0.7771101755
1064	0.5812723088	0.7770972039
1065	0.5812374635	0.7770408366
1066	0.5812246018	0.7770289459
1067	0.5811836492	0.7769821205
1068	0.5811621296	0.7769582795
1069	0.581118998	0.7768858661
1070	0.5810269423	0.7767257394
1071	0.5809789426	0.7766670112
1072	0.5809039366	0.7765950799
1073	0.5808431407	0.7764910377
1074	0.5808059111	0.7764435503
1075	0.5807843885	0.7763665106
1076	0.5807741693	0.7763445917
1077	0.5807250092	0.7763140577
1078	0.5807170328	0.7762962119
1079	0.5807136453	0.776284651
1080	0.5806640017	0.7762669231
1081	0.5805212505	0.7761268416
1082	0.5804355008	0.7760298195
1083	0.580384494	0.7759802341
1084	0.58033689	0.7758833742
1085	0.5801854172	0.7757644912
1086	0.5800955669	0.7756081838
1087	0.5800786103	0.7755707538
1088	0.5799637386	0.7754381189
1089	0.5798943327	0.7753562656
1090	0.5798852709	0.7753433018
1091	0.5798395756	0.7753040341
1092	0.5798303143	0.775258501
1093	0.5798058216	0.7752339822
1094	0.5797056503	0.7751376185
1095	0.5796941801	0.7751203396
1096	0.5796200841	0.7750589856
1097	0.5795962738	0.775022866
1098	0.5795103284	0.7749289008
1099	0.5794988332	0.7748920069
1100	0.579467395	0.7748597244
1101	0.579448223	0.7748388261
1102	0.5793587328	0.7746853283
1103	0.579345971	0.7746723294
